condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,total_days
2,1,49.0,39.39,2,9,0,1,2.47
0,15,28.999999999999996,21.9,0,1,1,1,0.32
2,38,81.0,5.83,0,7,1,2,0.56
0,43,44.0,13.24,0,1,1,2,2.08
1,1,85.0,31.11,0,7,0,2,9.60
1,38,33.0,46.12,0,1,0,2,5.08
2,1,54.0,24.63,0,4,0,1,1.06
1,43,84.0,5.59,0,7,0,2,4.89
3,1,85.0,41.71,2,4,2,4,0.14
0,31,74.0,26.87,0,1,1,2,0.50
0,25,54.0,32.94,0,1,1,1,0.24
1,15,53.0,16.2,1,9,0,1,8.09
0,1,48.0,33.1,0,1,1,2,2.09
1,1,68.0,16.61,0,7,0,2,15.07
1,1,66.0,48.46,2,1,0,1,7.87
0,43,10.0,32.47,0,1,1,2,3.64
2,20,52.0,41.98,1,9,0,2,1.07
3,16,42.0,10.52,1,9,2,2,0.56
2,40,7.000000000000001,48.89,2,9,1,1,2.06
1,1,86.0,8.67,0,1,0,2,3.25
2,39,56.99999999999999,17.2,0,1,1,1,0.27
0,1,50.0,40.91,1,9,1,2,4.17
2,5,61.0,26.71,1,9,0,1,0.24
0,43,88.0,14.71,0,7,1,2,10.33
1,1,62.0,5.83,2,4,0,2,10.07
0,1,57.99999999999999,19.62,0,1,1,1,0.39
1,1,63.0,28.64,0,1,0,1,0.53
2,1,66.0,30.91,0,7,1,2,2.09
2,43,40.0,43.27,1,9,0,2,0.08
0,1,13.0,12.0,0,1,1,2,0.26
0,38,27.0,30.24,1,9,1,2,2.12
2,1,90.0,26.42,1,9,1,1,0.12
1,5,84.0,42.16,0,1,0,1,0.33
1,1,66.0,12.76,2,9,0,1,0.74
0,1,43.0,36.12,1,9,1,2,5.58
0,31,22.0,26.46,2,1,1,2,1.36
3,12,93.0,17.58,2,4,2,4,2.06
2,42,13.0,10.67,1,9,0,2,0.55
1,42,47.0,27.82,0,7,0,2,4.06
1,43,44.0,21.33,0,7,0,2,0.48
1,1,19.0,36.7,0,1,0,2,1.13
1,34,7.000000000000001,42.83,0,7,0,2,5.06
0,1,20.0,42.24,0,1,1,2,1.06
1,15,83.0,32.64,0,1,0,1,3.30
2,1,92.0,46.59,1,9,0,2,2.06
3,12,73.0,16.38,2,4,2,4,4.06
2,22,36.0,34.0,1,9,1,2,2.07
0,15,91.0,27.12,0,1,1,1,0.27
1,33,3.0,28.96,0,1,0,2,2.21
0,1,98.0,19.11,0,1,1,1,0.29
0,4,46.0,23.29,0,1,1,1,0.23
1,1,57.99999999999999,31.6,0,7,0,2,10.08
0,1,10.0,39.01,0,1,1,2,1.07
1,12,39.0,42.85,0,7,0,2,5.90
0,40,73.0,14.69,2,1,1,1,0.24
2,15,67.0,42.03,2,9,1,1,0.56
1,30,6.0,41.78,0,1,0,1,0.22
0,15,16.0,28.75,0,1,1,1,1.08
1,15,55.00000000000001,23.38,2,1,0,1,0.52
0,17,9.0,48.58,2,9,1,1,1.07
2,19,10.0,20.94,0,7,0,2,1.24
3,1,95.0,29.28,2,2,2,4,2.06
0,1,100.0,45.46,0,1,1,1,0.49
2,1,65.0,39.02,1,9,1,1,0.15
0,30,74.0,49.96,2,1,1,1,0.27
1,1,72.0,6.64,1,9,0,1,2.13
0,43,26.0,42.56,0,1,1,2,1.07
1,12,66.0,30.68,0,7,0,2,2.01
0,40,81.0,36.83,0,1,1,1,0.26
0,17,85.0,46.1,2,1,1,1,0.31
1,1,90.0,10.74,1,9,0,2,1.14
1,30,50.0,9.19,0,1,0,1,0.24
0,43,28.000000000000004,22.23,0,7,1,2,1.14
1,1,41.0,34.07,0,7,0,2,5.15
0,15,12.0,14.35,0,1,1,1,0.82
1,22,92.0,39.58,0,1,0,2,1.73
0,1,97.0,18.39,1,9,1,1,1.48
1,12,80.0,9.07,1,9,0,2,2.08
2,43,80.0,42.72,0,1,1,1,0.28
2,1,93.0,16.25,2,4,0,2,1.06
3,31,49.0,42.82,2,4,2,4,2.06
0,1,24.0,28.19,0,1,1,2,0.52
2,43,83.0,36.74,2,4,0,2,2.05
0,3,55.00000000000001,12.03,2,1,1,1,0.31
3,15,90.0,28.91,2,9,2,1,1.06
0,40,82.0,36.39,2,1,1,1,0.27
2,38,39.0,6.01,1,9,0,2,1.07
1,21,11.0,17.59,0,1,0,1,0.24
0,31,44.0,48.63,0,7,1,2,3.20
3,12,19.0,38.21,0,4,2,4,1.06
1,25,59.0,40.74,0,1,0,1,0.40
0,43,75.0,12.14,0,7,1,2,2.06
0,40,32.0,21.61,0,1,1,1,0.27
1,43,45.0,37.47,0,7,0,2,10.06
1,43,49.0,49.05,0,1,0,2,4.09
1,5,59.0,17.94,0,7,0,2,6.56
0,17,23.0,48.24,2,1,1,1,1.56
0,13,35.0,44.11,0,1,1,2,1.52
1,15,86.0,22.23,2,1,0,1,0.32
2,38,5.0,25.47,0,7,0,2,4.06
0,43,13.0,26.79,0,1,1,2,0.90
3,43,44.0,32.94,2,4,2,1,1.06
1,12,56.00000000000001,46.93,0,1,0,2,4.91
2,39,68.0,42.13,1,9,1,1,0.10
1,12,16.0,33.49,0,7,0,2,7.95
1,15,96.0,38.34,0,1,0,1,5.09
1,43,95.0,17.55,0,1,0,1,0.31
3,15,53.0,17.21,1,9,2,1,0.14
1,12,86.0,38.31,0,1,0,2,0.41
0,38,37.0,12.99,0,1,1,2,0.21
2,1,56.99999999999999,16.68,0,7,0,2,2.06
1,38,80.0,30.03,1,9,0,2,0.27
0,38,66.0,46.1,0,1,1,2,3.23
2,31,64.0,32.29,1,9,0,2,0.27
2,20,47.0,26.79,0,7,0,2,1.55
0,12,96.0,47.54,0,1,1,2,0.93
1,30,53.0,14.17,0,1,0,1,0.30
0,12,81.0,37.07,0,7,1,2,1.56
0,1,67.0,17.31,0,1,1,1,0.76
1,1,41.0,35.01,2,1,0,2,8.32
1,1,15.0,5.52,2,4,0,2,8.54
0,1,97.0,9.9,0,1,1,1,1.42
0,43,48.0,16.64,0,1,1,2,1.07
0,12,51.0,36.58,0,1,1,2,0.57
1,20,42.0,26.49,0,1,0,2,9.09
2,19,87.0,35.99,2,2,0,2,0.96
0,1,28.999999999999996,41.3,0,7,1,2,1.07
1,12,80.0,35.07,0,1,0,2,12.13
2,43,81.0,38.96,2,1,1,2,0.90
3,15,38.0,24.92,1,9,2,1,0.07
3,1,30.0,21.28,1,9,2,2,0.32
2,43,56.99999999999999,34.74,0,1,0,4,1.58
0,19,62.0,39.67,0,1,1,2,3.26
2,12,30.0,27.32,2,4,0,2,2.08
1,38,77.0,14.08,1,9,0,2,5.69
2,17,12.0,28.94,1,9,1,1,0.14
0,5,48.0,19.73,0,1,1,2,0.56
2,30,87.0,27.85,1,9,0,1,0.73
0,15,97.0,30.3,0,1,1,1,0.32
1,12,50.0,11.48,1,9,0,2,3.08
0,15,16.0,15.19,2,1,1,1,0.26
0,1,98.0,40.69,0,7,1,2,1.71
2,29,86.0,26.56,2,9,0,1,0.39
1,42,31.0,21.89,0,1,0,2,5.12
3,46,28.999999999999996,20.8,0,1,2,0,1.07
1,1,53.0,18.14,0,1,0,2,2.15
1,1,63.0,19.53,0,1,0,2,0.27
1,12,21.0,38.98,0,1,0,2,0.53
0,1,33.0,45.51,0,7,1,2,6.07
2,38,31.0,48.95,0,1,1,2,1.51
0,39,49.0,11.65,0,1,1,1,2.07
0,13,84.0,10.97,1,9,1,2,1.07
3,1,71.0,40.14,2,2,2,1,0.08
0,40,72.0,28.56,0,1,1,1,0.36
2,44,8.0,9.25,1,9,0,2,0.49
1,15,84.0,47.51,2,1,0,1,0.30
3,38,82.0,32.12,0,3,2,4,0.65
0,30,9.0,44.61,2,1,1,1,0.36
2,1,3.0,20.18,1,9,1,1,0.08
1,1,28.000000000000004,44.36,1,9,0,1,4.08
3,1,33.0,43.32,1,9,2,1,0.09
1,43,37.0,45.47,1,9,0,2,7.65
0,40,31.0,28.46,0,1,1,1,1.87
2,1,60.0,25.29,2,4,1,2,1.06
2,43,35.0,23.48,1,9,1,1,2.07
2,15,60.0,34.59,1,9,1,1,0.10
1,12,73.0,16.75,0,1,0,2,1.19
1,5,93.0,12.58,2,1,0,2,1.13
1,16,13.0,5.4,0,7,0,2,1.00
1,9,67.0,6.01,0,1,0,1,0.31
0,1,20.0,17.94,2,4,1,2,8.30
1,38,9.0,34.27,0,1,0,2,0.27
1,30,71.0,48.31,2,1,0,1,0.22
0,1,92.0,27.32,1,9,1,2,8.22
2,41,68.0,39.56,2,1,1,1,0.25
0,46,48.0,37.55,2,9,1,1,1.07
0,16,77.0,35.94,0,1,1,2,2.07
1,9,25.0,10.81,0,7,0,1,6.92
0,1,31.0,20.66,2,1,1,1,0.25
0,5,39.0,11.41,0,1,1,2,2.23
1,31,13.0,8.78,0,7,0,2,1.11
0,38,88.0,35.47,0,1,1,2,0.90
0,12,95.0,24.43,0,7,1,2,2.08
1,1,50.0,45.41,0,1,0,1,5.23
1,43,90.0,35.49,0,1,0,1,0.34
1,1,35.0,5.55,0,7,0,2,8.47
2,38,17.0,9.77,0,7,1,2,1.06
0,41,50.0,28.87,0,7,1,1,1.06
1,31,94.0,17.0,0,7,0,2,2.08
2,30,85.0,25.29,0,7,1,1,1.06
0,12,35.0,33.56,0,1,1,2,1.07
3,31,74.0,10.38,2,4,2,4,0.15
0,13,17.0,26.55,0,1,1,2,1.20
1,16,62.0,34.06,2,1,0,2,0.23
1,43,56.00000000000001,30.9,1,9,0,2,3.18
0,42,28.999999999999996,13.51,0,7,1,2,3.39
0,43,14.000000000000002,36.01,0,1,1,2,0.40
0,12,6.0,45.63,0,1,1,2,0.32
1,31,44.0,15.66,0,7,0,2,3.05
0,40,75.0,5.65,1,9,1,1,2.08
1,1,91.0,23.96,0,1,0,2,3.07
0,43,44.0,32.67,0,1,1,2,4.08
0,12,36.0,14.65,0,7,1,2,2.26
1,15,25.0,39.9,1,9,0,1,3.32
1,1,92.0,25.51,0,1,0,1,0.29
1,1,5.0,35.2,1,9,0,1,2.09
1,30,34.0,24.8,0,1,0,1,0.28
0,43,35.0,14.15,0,1,1,2,5.07
2,30,17.0,32.35,2,9,1,1,0.39
0,1,93.0,37.99,0,1,1,1,0.27
0,15,49.0,25.14,0,7,1,1,14.62
1,42,46.0,47.1,0,7,0,2,10.07
1,38,55.00000000000001,26.18,0,1,0,2,4.09
1,12,92.0,40.24,0,1,0,2,1.19
1,1,17.0,8.59,0,1,0,2,2.07
2,1,46.0,34.03,0,7,0,2,5.06
0,1,24.0,20.1,2,1,1,2,8.49
3,5,38.0,6.55,1,9,2,1,0.08
3,21,77.0,5.77,1,9,2,1,0.12
1,1,46.0,37.26,0,7,0,1,2.06
0,1,82.0,47.87,2,1,1,1,0.27
1,38,25.0,27.83,0,1,0,2,3.11
3,15,36.0,9.96,0,4,2,1,2.06
1,30,70.0,14.02,0,1,0,1,0.41
2,43,79.0,35.94,0,7,0,2,2.32
1,13,65.0,49.39,2,4,0,2,6.23
1,1,38.0,46.75,0,7,0,2,3.52
1,12,85.0,26.55,0,1,0,2,1.10
0,1,71.0,27.22,0,1,1,2,3.10
3,43,30.0,37.91,1,9,2,2,0.22
0,13,53.0,9.29,0,1,1,2,0.36
0,30,82.0,21.11,2,1,1,1,0.34
1,1,45.0,27.55,0,7,0,2,5.06
0,40,70.0,40.44,0,1,1,1,0.24
1,1,59.0,13.09,2,1,0,1,0.44
0,12,18.0,49.86,0,1,1,2,0.33
1,1,5.0,48.85,0,7,0,2,12.07
0,44,101.0,17.64,0,1,1,2,0.28
0,43,79.0,29.01,0,1,1,1,5.09
0,43,4.0,13.48,0,1,1,2,0.47
0,4,55.00000000000001,30.03,1,9,1,1,15.22
0,1,26.0,38.91,0,1,1,2,0.39
0,1,28.999999999999996,17.84,0,1,1,2,4.10
0,30,70.0,29.3,1,9,1,1,0.45
1,20,96.0,35.25,0,1,0,2,0.40
2,25,28.000000000000004,25.85,1,9,0,2,0.39
2,38,20.0,38.52,0,7,1,2,5.06
0,1,89.0,42.37,1,9,1,1,8.08
1,38,53.0,35.39,0,1,0,2,0.32
2,34,92.0,47.14,2,1,1,2,0.21
1,14,5.0,35.02,0,1,0,2,1.13
2,12,92.0,16.37,1,9,0,2,1.07
2,38,61.0,24.4,1,9,0,2,0.07
2,13,63.0,13.79,1,9,1,2,0.07
1,43,61.0,47.87,1,9,0,2,5.08
0,38,77.0,11.98,0,1,1,2,1.07
1,12,20.0,13.37,0,1,0,2,2.07
0,9,73.0,38.24,0,7,1,1,4.28
2,1,26.0,17.63,1,9,1,1,10.08
0,15,30.0,11.37,1,9,1,1,0.43
2,43,32.0,42.73,2,2,1,2,4.12
3,26,7.000000000000001,14.35,1,9,2,1,0.07
1,1,86.0,37.08,0,7,0,2,8.08
0,15,39.0,19.18,2,4,1,1,10.80
2,15,25.0,12.22,1,9,1,1,0.10
0,1,14.000000000000002,42.39,0,7,1,2,3.23
1,43,46.0,18.1,0,7,0,2,1.07
0,43,35.0,42.8,0,1,1,2,1.21
0,30,69.0,19.72,1,9,1,1,1.22
0,40,8.0,5.76,0,1,1,1,0.29
1,1,89.0,11.02,0,7,0,2,2.94
0,13,35.0,16.82,1,9,1,2,4.65
2,15,53.0,38.28,1,9,0,1,0.32
3,30,56.00000000000001,39.19,1,9,2,1,0.06
0,38,60.0,9.41,1,9,1,2,8.09
2,15,27.0,22.52,0,7,0,1,0.25
1,1,42.0,24.18,1,9,0,2,1.36
1,1,30.0,8.94,1,9,0,2,2.06
0,1,19.0,41.97,0,1,1,1,0.37
1,19,84.0,5.09,0,7,0,2,3.06
0,15,52.0,13.33,0,7,1,1,17.09
0,30,63.0,47.07,2,1,1,1,0.42
1,12,77.0,39.73,0,7,0,2,6.07
0,31,68.0,40.08,1,9,1,2,1.20
0,43,99.0,15.34,0,1,1,2,0.39
1,12,77.0,46.93,0,7,0,2,2.06
1,13,39.0,16.45,0,1,0,2,0.23
0,43,3.0,23.71,0,1,1,2,1.08
1,42,82.0,5.74,0,1,0,2,3.07
1,1,90.0,28.03,0,7,0,1,2.58
0,15,37.0,39.02,2,1,1,1,8.25
0,12,18.0,26.84,0,7,1,2,3.06
1,15,30.0,32.4,1,9,0,1,0.42
2,15,89.0,25.75,1,9,1,1,0.12
0,12,93.0,27.97,0,1,1,2,2.62
0,30,34.0,47.5,0,1,1,1,1.08
1,1,22.0,23.56,0,1,0,2,0.22
0,19,21.0,44.34,0,7,1,2,0.65
3,1,1.0,25.05,0,3,2,4,0.18
1,1,13.0,22.05,2,1,0,1,0.31
0,1,28.000000000000004,40.94,2,9,1,1,1.07
0,1,35.0,33.9,0,1,1,1,0.25
0,5,23.0,42.42,1,9,1,2,2.26
1,1,81.0,44.98,1,9,0,2,2.09
0,38,47.0,27.59,0,1,1,2,0.84
2,43,13.0,21.93,1,9,1,1,0.10
1,43,88.0,46.42,0,1,0,2,0.82
0,38,90.0,6.54,1,9,1,2,0.65
1,1,64.0,7.45,0,7,0,1,4.06
3,12,59.0,33.16,2,4,2,4,1.06
0,17,97.0,23.95,0,1,1,1,0.45
0,43,40.0,10.09,0,1,1,2,7.34
0,17,92.0,18.14,1,9,1,1,2.10
0,20,63.0,9.36,0,7,1,2,5.17
2,15,70.0,31.35,1,9,0,1,0.25
0,17,85.0,47.18,0,1,1,1,0.92
2,43,55.00000000000001,11.07,0,7,1,2,3.05
1,5,94.0,5.24,2,1,0,1,0.45
1,5,52.0,39.84,0,7,0,1,5.13
2,1,72.0,18.36,1,9,1,1,2.07
2,15,33.0,43.32,1,9,0,1,0.56
2,9,52.0,42.28,1,9,1,1,0.73
2,5,85.0,26.28,1,9,1,1,0.34
1,21,22.0,12.14,2,1,0,1,0.27
2,1,44.0,13.52,1,9,1,2,1.07
2,15,90.0,24.01,1,9,0,1,0.07
2,13,94.0,40.43,1,9,0,2,1.07
0,15,74.0,31.83,2,1,1,1,13.89
1,12,1.0,29.9,0,7,0,2,6.08
0,1,21.0,45.1,2,9,1,1,0.90
1,13,24.0,23.28,0,7,0,2,4.31
2,12,32.0,32.59,1,9,1,2,2.09
1,38,11.0,26.12,0,1,0,2,5.57
1,38,38.0,20.21,1,9,0,2,1.07
0,1,93.0,47.37,0,1,1,2,3.24
1,1,34.0,35.35,0,1,0,1,3.24
0,1,8.0,19.72,0,1,1,2,0.52
1,12,4.0,40.16,0,1,0,2,0.57
0,1,35.0,15.22,0,7,1,2,3.06
2,1,27.0,26.61,2,9,1,1,0.45
1,1,89.0,36.41,0,1,0,1,0.33
0,17,68.0,39.41,1,9,1,1,6.56
1,1,21.0,26.14,2,1,0,1,0.24
2,1,36.0,47.5,1,9,1,1,0.61
2,12,56.00000000000001,49.17,0,7,0,2,0.47
2,42,51.0,44.0,2,2,0,2,10.06
2,43,76.0,5.43,1,9,1,2,4.08
1,21,48.0,48.08,0,1,0,1,0.76
2,2,18.0,26.5,0,1,1,2,4.09
2,31,12.0,20.83,0,7,1,2,3.06
2,12,18.0,9.19,1,9,1,2,8.07
3,12,90.0,16.31,2,4,2,4,1.06
2,1,70.0,18.9,1,9,0,2,1.10
2,5,100.0,27.46,1,9,1,1,0.08
0,5,45.0,5.32,0,1,1,2,2.13
1,15,41.0,6.18,2,1,0,1,0.27
1,42,21.0,38.16,1,9,0,2,2.07
0,21,9.0,16.44,0,1,1,1,0.51
1,43,63.0,6.09,0,7,0,2,2.80
1,12,10.0,33.81,0,1,0,2,2.07
1,9,62.0,12.2,0,1,0,1,7.64
0,38,97.0,24.0,0,1,1,2,0.25
0,13,80.0,13.58,0,1,1,2,2.07
0,43,3.0,10.83,0,1,1,2,6.08
0,40,72.0,47.05,2,1,1,1,0.32
1,30,68.0,21.14,1,9,0,1,2.10
0,5,52.0,29.08,0,7,1,1,12.07
2,5,33.0,33.41,1,9,0,1,0.19
1,15,83.0,34.49,0,1,0,1,0.26
2,38,71.0,37.66,0,7,0,2,1.89
0,1,73.0,15.6,0,1,1,2,0.68
1,1,23.0,38.96,1,9,0,2,1.42
0,1,99.0,8.95,0,1,1,2,2.19
0,15,95.0,6.23,2,1,1,1,0.31
1,15,17.0,40.39,0,1,0,1,0.22
0,38,17.0,33.69,0,1,1,2,3.07
0,42,52.0,38.41,2,1,1,2,2.28
0,12,79.0,37.02,2,1,1,2,1.47
1,43,90.0,25.45,0,1,0,2,10.10
1,1,57.99999999999999,38.77,2,1,0,1,0.30
0,38,30.0,15.91,1,9,1,2,0.40
1,1,22.0,34.88,0,1,0,1,0.47
2,1,11.0,45.19,0,7,0,2,1.23
3,12,28.999999999999996,32.53,2,4,2,4,1.06
0,43,2.0,35.87,0,1,1,2,1.07
0,15,70.0,36.33,0,1,1,1,0.31
1,1,81.0,12.09,0,7,0,2,9.31
2,1,67.0,30.2,1,9,1,1,0.12
1,43,25.0,47.9,0,7,0,2,1.06
1,12,86.0,46.2,1,9,0,2,3.58
2,43,70.0,27.11,0,7,0,2,1.55
1,1,5.0,44.87,2,4,0,1,4.06
1,43,52.0,26.52,1,9,0,2,4.72
0,12,89.0,37.06,0,7,1,2,5.06
1,22,61.0,21.68,0,1,0,2,0.65
0,1,13.0,28.92,0,7,1,2,0.55
0,7,38.0,37.41,0,7,1,2,9.24
0,43,10.0,44.27,0,1,1,4,2.19
2,22,3.0,36.05,0,7,0,2,1.56
1,25,8.0,27.78,0,1,0,2,0.56
3,1,38.0,43.98,1,9,2,1,0.10
1,5,44.0,35.34,1,9,0,1,0.24
0,15,100.0,23.21,2,1,1,1,0.29
1,1,74.0,12.15,2,9,0,1,0.64
2,30,1.0,27.58,1,9,0,1,0.24
2,43,89.0,11.01,1,9,1,2,0.27
0,31,71.0,45.53,0,1,1,2,11.64
0,42,62.0,42.29,0,7,1,2,1.04
3,15,56.00000000000001,30.36,2,2,2,1,0.07
0,1,73.0,25.54,0,1,1,2,1.07
2,1,31.0,12.28,1,9,0,2,0.81
3,1,44.0,29.75,2,4,2,4,4.05
3,12,28.000000000000004,11.29,2,4,2,4,2.06
2,13,47.0,37.18,0,7,0,2,3.08
0,1,64.0,39.59,0,1,1,2,4.08
1,24,79.0,15.47,0,7,0,2,10.31
0,43,57.99999999999999,22.13,0,7,1,2,3.06
1,38,22.0,35.56,0,1,0,2,0.60
1,1,50.0,15.91,2,4,0,1,1.39
1,15,37.0,20.67,1,9,0,1,2.09
0,14,6.0,12.88,0,1,1,2,2.99
1,9,63.0,10.88,2,1,0,1,0.23
0,31,68.0,21.4,0,1,1,2,0.25
1,12,93.0,34.61,0,1,0,2,6.07
0,1,62.0,46.13,2,1,1,2,1.75
1,1,52.0,28.88,0,1,0,1,1.16
0,5,37.0,40.2,2,4,1,1,5.06
2,1,36.0,9.98,0,7,0,2,2.09
1,15,35.0,28.73,0,1,0,1,0.26
1,1,28.000000000000004,29.44,0,7,0,2,0.39
0,40,87.0,6.13,1,9,1,1,8.10
2,5,45.0,18.81,2,9,1,1,0.31
1,38,72.0,8.17,0,1,0,2,1.08
0,38,44.0,5.48,0,1,1,2,1.08
1,5,40.0,15.51,0,1,0,1,1.09
2,13,31.0,41.51,0,7,1,2,2.06
2,30,38.0,9.31,1,9,0,1,0.11
1,42,32.0,24.77,0,1,0,2,1.08
2,1,92.0,14.09,0,7,0,2,5.05
2,31,56.99999999999999,34.57,0,7,1,2,1.06
0,35,3.0,43.73,2,4,1,1,8.07
1,35,22.0,29.4,0,1,0,1,6.65
0,43,79.0,42.98,0,7,1,2,6.07
1,38,55.00000000000001,25.36,0,1,0,2,0.81
2,1,88.0,37.65,2,4,1,1,0.11
0,43,81.0,44.26,1,9,1,2,9.64
2,19,93.0,20.81,0,7,1,2,1.05
0,17,101.0,8.44,0,1,1,1,10.14
0,1,94.0,49.81,1,9,1,1,2.13
2,15,100.0,41.64,2,9,0,1,0.64
1,1,48.0,27.18,0,1,0,1,2.50
2,1,24.0,42.14,0,7,1,2,10.07
1,20,1.0,10.91,0,1,0,2,9.11
3,5,93.0,38.52,1,9,2,1,0.08
0,43,96.0,25.48,1,9,1,2,1.08
2,1,49.0,20.82,1,9,0,1,0.16
2,15,18.0,36.3,2,2,0,1,0.12
1,12,60.0,28.82,0,7,0,2,5.06
3,43,39.0,14.35,2,4,2,1,3.06
2,9,91.0,19.91,1,9,0,1,0.14
0,17,40.0,16.44,0,1,1,1,0.26
1,19,27.0,33.99,0,7,0,2,3.09
1,12,86.0,34.68,2,1,0,2,0.54
1,43,22.0,5.8,1,9,0,2,10.42
0,44,91.0,20.26,0,1,1,2,0.75
1,43,49.0,26.67,0,7,0,2,7.09
0,1,30.0,21.21,0,7,1,2,0.36
2,1,56.99999999999999,44.93,1,9,1,2,0.23
0,38,19.0,5.52,0,1,1,2,0.97
2,38,24.0,48.74,0,7,0,2,1.06
1,15,51.0,20.12,0,1,0,1,1.12
2,12,25.0,29.86,1,9,1,2,2.11
1,5,32.0,45.68,2,2,0,1,2.06
2,1,26.0,14.06,0,7,1,1,0.56
1,38,97.0,39.02,0,1,0,2,0.23
1,19,20.0,48.65,0,1,0,2,2.08
2,15,24.0,46.19,1,9,1,1,0.56
0,1,69.0,22.56,0,1,1,2,1.08
1,43,35.0,24.89,0,7,0,2,5.61
0,5,64.0,15.35,0,1,1,1,0.39
2,30,31.0,37.09,1,9,1,1,2.08
1,12,30.0,47.14,1,9,0,2,5.13
0,25,30.0,49.6,0,7,1,2,8.07
1,38,74.0,16.19,0,7,0,2,5.06
1,43,40.0,11.84,0,1,0,2,0.23
0,39,99.0,18.44,0,1,1,1,0.25
0,40,80.0,49.1,2,1,1,1,0.26
0,43,42.0,46.73,0,7,1,2,5.06
2,1,93.0,25.07,0,7,1,2,2.08
2,1,74.0,19.58,1,9,0,0,1.08
0,19,1.0,26.53,1,9,1,2,5.07
1,43,49.0,37.63,1,9,0,2,0.32
0,1,64.0,12.61,0,1,1,2,0.88
0,40,11.0,33.08,0,1,1,1,0.33
0,39,20.0,30.39,0,1,1,1,0.27
2,30,62.0,11.86,1,9,1,1,0.27
1,13,79.0,32.69,1,9,0,2,2.51
0,43,12.0,6.71,0,1,1,2,1.11
1,9,8.0,16.17,0,1,0,1,0.22
1,5,55.00000000000001,17.98,2,1,0,1,0.27
0,19,20.0,29.37,0,1,1,2,3.14
0,39,28.000000000000004,43.35,0,1,1,1,0.59
0,43,60.0,27.16,0,1,1,2,1.07
1,15,25.0,16.86,0,1,0,1,2.22
1,38,66.0,20.16,0,1,0,2,2.10
0,9,22.0,28.05,2,1,1,1,0.28
2,1,14.000000000000002,17.81,1,9,0,2,0.08
1,13,37.0,19.85,0,1,0,2,3.97
1,15,69.0,41.91,2,1,0,1,0.25
1,1,20.0,39.82,2,1,0,2,0.23
0,39,99.0,39.36,2,1,1,1,0.25
3,12,59.0,18.91,1,9,2,4,2.07
1,31,19.0,36.15,0,1,0,2,9.41
1,43,98.0,45.64,2,1,0,2,0.22
0,15,38.0,36.64,2,4,1,1,13.13
0,9,45.0,24.79,2,1,1,1,0.26
3,43,33.0,46.43,1,9,2,1,0.07
2,12,60.0,50.0,0,7,0,2,1.05
2,1,30.0,15.34,1,9,1,2,5.06
3,1,22.0,29.5,2,2,2,4,0.14
1,15,39.0,24.26,0,1,0,1,0.27
1,5,28.999999999999996,15.24,0,1,0,2,1.07
1,43,5.0,34.46,0,1,0,2,1.17
2,13,76.0,29.08,2,4,1,2,0.39
0,38,48.0,16.58,2,4,1,2,10.06
0,43,4.0,7.94,0,1,1,2,0.90
0,40,99.0,13.77,0,7,1,1,1.07
2,7,76.0,41.09,1,9,1,2,1.13
2,38,81.0,40.55,0,1,1,2,1.09
1,2,45.0,21.42,1,9,0,2,1.20
1,1,2.0,13.61,0,1,0,2,2.13
1,1,41.0,12.52,1,9,0,1,3.10
2,30,37.0,5.17,2,4,0,1,0.81
1,30,96.0,31.43,0,1,0,1,0.21
1,10,85.0,32.36,0,1,0,2,3.07
1,15,85.0,5.6,0,1,0,1,11.48
0,1,4.0,38.71,0,7,1,2,5.85
1,12,73.0,7.42,0,1,0,2,7.08
0,15,41.0,49.36,2,1,1,1,0.48
1,15,12.0,41.02,0,1,0,1,0.24
0,38,90.0,30.26,2,4,1,2,10.81
1,1,67.0,17.87,0,1,0,1,0.35
0,1,14.000000000000002,32.48,0,1,1,2,0.33
2,1,84.0,27.35,1,9,1,1,0.16
1,12,16.0,22.0,0,1,0,2,1.11
0,1,7.000000000000001,20.85,2,1,1,2,0.45
0,15,20.0,27.61,0,1,1,1,0.24
1,38,18.0,44.28,0,1,0,2,1.07
0,38,76.0,42.77,2,1,1,2,0.38
0,13,49.0,17.78,2,1,1,2,3.78
3,43,34.0,31.69,2,4,2,1,1.06
2,43,12.0,44.59,0,1,0,2,2.09
0,15,84.0,31.74,0,1,1,1,1.20
1,1,50.0,35.4,0,1,0,1,0.57
0,30,48.0,35.64,0,1,1,1,0.35
2,9,49.0,42.98,0,7,1,1,0.66
0,43,93.0,15.98,1,9,1,2,2.27
1,44,22.0,26.01,2,1,0,2,9.47
0,43,1.0,48.98,0,7,1,2,1.39
0,43,28.000000000000004,48.87,0,7,1,2,1.37
1,38,54.0,48.07,0,1,0,2,3.07
1,12,101.0,24.34,0,1,0,2,7.02
2,1,2.0,18.06,0,1,0,0,1.12
0,20,6.0,8.5,1,9,1,2,7.07
2,30,37.0,21.85,0,7,1,1,2.19
2,43,13.0,24.8,1,9,1,2,2.06
1,1,22.0,44.22,0,1,0,1,0.25
1,42,45.0,45.54,2,1,0,2,3.99
1,1,50.0,31.91,2,1,0,1,0.41
1,13,35.0,31.55,0,1,0,2,2.36
1,12,42.0,26.94,0,1,0,2,2.08
0,43,100.0,16.31,0,7,1,2,1.06
2,1,3.0,7.07,1,9,0,2,0.66
0,14,63.0,31.19,0,7,1,2,0.82
